sno,YearCopy,Source.Name,Call type,Format,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,DeltaTimeS12,Year,Year5,Decades,Twos,Threes,4 Years
56,1998,00009804xx_GHNP_ANCue 14 U Phylloscopus griseolis affinis GHNP Himachal 1998 April P-humei background.Table.4.selections_12splits.txt,c,wav,5684.766,2928.516,2928.516,2928.516,3359.18,3531.445,3617.578,4651.172,4565.039,6632.227,5598.633,4995.703,5598.633,3359.18,3273.047,3014.648,3359.18,3617.578,3875.977,4565.039,4565.039,6029.297,5598.633,4823.438,0.0197,1998,F4,D2,Tw09,T06,IV05
57,1998,00009804xx_GHNP_ANCue 16 Phylloscopus occipitalis GHNP Himachal 1998 April P-humei background.Table.4.selections_12splits.txt,c,wav,3359.18,5857.031,5598.633,5598.633,3445.312,3789.844,4220.508,4565.039,4478.906,5598.633,4392.773,3531.445,3789.844,4392.773,5598.633,5598.633,3531.445,3875.977,4220.508,4478.906,4478.906,5684.766,4823.438,3875.977,0.0186,1998,F4,D2,Tw09,T06,IV05
58,1998,00009804xx_Himachal_PS_ANCue 03 Phylloscopus humei GHNP Himachal 1998 April.Table.4.selections_12splits.txt,c,wav,4478.906,3445.312,3100.781,2928.516,3531.445,3617.578,4478.906,4737.305,4737.305,5081.836,5598.633,5770.898,4478.906,3445.312,3100.781,5081.836,3445.312,3703.711,4478.906,4823.438,4823.438,5081.836,5684.766,5598.633,0.0169,1998,F4,D2,Tw09,T06,IV05
59,1998,00009804xx_Himachal_PS_ANCue 03 Phylloscopus humei GHNP Himachal 1998 April.Table.7.selections_12splits.txt,c,wav,4651.172,3014.648,2928.516,2928.516,3100.781,3962.109,4565.039,4565.039,4565.039,4651.172,5684.766,5426.367,4995.703,3100.781,2928.516,3014.648,3100.781,3962.109,4392.773,4565.039,4565.039,4565.039,5770.898,5426.367,0.0163,1998,F4,D2,Tw09,T06,IV05
60,1998,00009804xx_Himachal_PS_ANCue 15 Phylloscopus humei GHNP Himchal 1998 April.Table.4.selections_12splits.txt,c,wav,5426.367,3100.781,3100.781,5512.5,3100.781,3531.445,4306.641,4478.906,4823.438,4737.305,6459.961,4909.57,5426.367,3186.914,3186.914,4478.906,3273.047,3617.578,4306.641,4565.039,4737.305,4737.305,6115.43,4909.57,0.0183,1998,F4,D2,Tw09,T06,IV05
61,1998,0000980500x_Phylloscopus humei L PA98_05_55-56.Table.4.selections_12splits.txt,c,wav,5081.836,3531.445,2928.516,2928.516,3186.914,3789.844,4392.773,4478.906,3789.844,5426.367,5081.836,4306.641,4909.57,3445.312,2928.516,2928.516,3100.781,3789.844,4306.641,4478.906,3875.977,5426.367,4823.438,4220.508,0.0168,1998,F4,D2,Tw09,T06,IV05
62,1998,0000980600x_Phylloscopus humei L PA98_06_12.Table.4.selections_12splits.txt,c,wav,5167.969,3617.578,3186.914,3014.648,3531.445,4220.508,4306.641,4565.039,4306.641,4048.242,5340.234,4392.773,5254.102,3617.578,3186.914,3014.648,3531.445,4134.375,4306.641,4651.172,4478.906,4220.508,5340.234,4306.641,0.0169,1998,F4,D2,Tw09,T06,IV05
63,1999,0000990425_76p27-28 Phylloscopus humei Jalori Pass Himachal.Table.4.selections_12splits.txt,c,wav,3617.578,3359.18,3359.18,3186.914,3445.312,3875.977,4478.906,4737.305,4823.438,6115.43,5770.898,4392.773,4048.242,3531.445,3273.047,3273.047,3445.312,3789.844,4392.773,4737.305,4823.438,5598.633,5340.234,4392.773,0.0148,1999,F4,D2,Tw09,T06,IV05
64,1999,00009904xx_Himachal_PS_AN4Cue 17 Phylloscopus humei GHNP Himachal 1999.Table.4.selections_12splits.txt,c,wav,4220.508,3531.445,3100.781,5943.164,3273.047,3789.844,3962.109,4478.906,4823.438,4823.438,5512.5,5254.102,4220.508,3445.312,3100.781,5684.766,3273.047,3531.445,3962.109,4478.906,4823.438,4737.305,5598.633,5167.969,0.0184,1999,F4,D2,Tw09,T06,IV05
65,1999,00009904xx_Himachal_PS_AN6Cue 20 phylloscopus humei+Tarsiger rufilatus Soja-Jalori Himachal 1999.Table.4.selections_12splits.txt,c,wav,3703.711,3445.312,3359.18,3186.914,3531.445,3703.711,4392.773,4651.172,4737.305,6287.695,4306.641,4220.508,3703.711,3445.312,3273.047,3186.914,3531.445,3789.844,4306.641,4651.172,4737.305,6287.695,5081.836,4220.508,0.0146,1999,F4,D2,Tw09,T06,IV05
66,2000,2000_0326_58p25 Dendrocitta vagabunda near WII Dehradun Uttarakhand P-humei background.Table.4.selections_12splits.txt,c,wav,4392.773,6632.227,5770.898,5770.898,5770.898,3962.109,4478.906,4651.172,4478.906,3962.109,6201.562,5770.898,4478.906,6287.695,5770.898,5770.898,5770.898,3875.977,4392.773,4565.039,4565.039,4478.906,6115.43,5770.898,0.0174,2000,F4,D2,Tw10,T07,IV05
67,2000,2000_0327_58p32 Ocyceros birostris near WII Dehradun Uttarakhand P-humei background.Table.4.selections_12splits.txt,c,wav,4478.906,3445.312,5857.031,5684.766,3445.312,3875.977,4220.508,4565.039,4565.039,4651.172,5598.633,5254.102,4392.773,4220.508,5857.031,5598.633,3445.312,3789.844,4220.508,4565.039,4392.773,4478.906,5598.633,5340.234,0.0148,2000,F4,D2,Tw10,T07,IV05
68,2000,2000_0408_24p70 Phylloscopus humei FRI Dehradun Uttarakhand.Table.4.selections_12splits.txt,c,wav,5340.234,5340.234,3875.977,3875.977,4737.305,3789.844,4134.375,4220.508,4220.508,4220.508,5598.633,4909.57,5254.102,4220.508,3875.977,3875.977,4220.508,3703.711,4048.242,4220.508,4220.508,4220.508,5598.633,4823.438,0.0144,2000,F4,D2,Tw10,T07,IV05
69,2000,2000_0408_24p70 Phylloscopus humei FRI Dehradun Uttarakhand.Table.7.selections_12splits.txt,c,wav,5426.367,5684.766,5426.367,5426.367,6115.43,3789.844,3962.109,4478.906,4478.906,5943.164,4909.57,4478.906,5081.836,5340.234,5512.5,5167.969,5943.164,3789.844,3962.109,4392.773,4392.773,4995.703,5081.836,4478.906,0.0161,2000,F4,D2,Tw10,T07,IV05
70,2001,2001_02xx_Bharatpur_Hannu_Phyhum2D401.Table.4.selections_12splits.txt,c,wav,5081.836,5426.367,5340.234,5081.836,5684.766,3531.445,3789.844,4048.242,4048.242,5684.766,5598.633,3703.711,4995.703,5426.367,5340.234,4995.703,5598.633,3445.312,3789.844,3962.109,4048.242,5684.766,5081.836,3789.844,0.0179,2001,F5,D2,Tw10,T07,IV05
71,2001,2001_02xx_Bharatpur_Hannu_PhyhumD301.Table.4.selections_12splits.txt,c,wav,5167.969,5254.102,5167.969,4565.039,3273.047,3703.711,4048.242,4220.508,4134.375,5684.766,5340.234,4565.039,5081.836,5081.836,5167.969,4565.039,3273.047,3703.711,3962.109,4220.508,4134.375,5684.766,5081.836,4565.039,0.0196,2001,F5,D2,Tw10,T07,IV05
72,2001,2001_02xx_Bharatpur_Hannu_PhyhumD401.Table.4.selections_12splits.txt,c,wav,4134.375,5426.367,5426.367,5081.836,2928.516,3617.578,3875.977,4134.375,4134.375,3875.977,4220.508,3962.109,4134.375,5426.367,5340.234,5081.836,2928.516,3531.445,3875.977,4048.242,4134.375,3875.977,4565.039,3962.109,0.0195,2001,F5,D2,Tw10,T07,IV05
73,2001,2001_02xx_Corbett_Hannu_Phyhum2D101.Table.4.selections_12splits.txt,c,wav,4995.703,4995.703,4995.703,4995.703,2928.516,3445.312,3703.711,4048.242,3962.109,3962.109,4995.703,4220.508,4823.438,4737.305,4909.57,4995.703,4737.305,3445.312,3703.711,3962.109,3962.109,3962.109,5081.836,4220.508,0.0188,2001,F5,D2,Tw10,T07,IV05
74,2001,2001_02xx_Corbett_Hannu_PhyhumD101.Table.4.selections_12splits.txt,c,wav,4651.172,4823.438,4823.438,4478.906,5340.234,3186.914,3617.578,3875.977,3875.977,3875.977,5426.367,4651.172,4651.172,4823.438,4823.438,4478.906,5340.234,3273.047,3445.312,3789.844,3875.977,3875.977,5340.234,4392.773,0.0201,2001,F5,D2,Tw10,T07,IV05
75,2002,0201xx_Bharatpur_Hannu_Phyhum3D202.Table.4.selections_12splits.txt,d,wav,4995.703,5167.969,5081.836,4995.703,5081.836,4995.703,3703.711,3875.977,4134.375,4306.641,6115.43,5081.836,4565.039,5081.836,5167.969,4995.703,5081.836,4995.703,3703.711,3875.977,4220.508,4306.641,5770.898,5167.969,0.0175,2002,F5,D2,Tw11,T07,IV06
76,2002,0201xx_Bharatpur_Hannu_PhyhumD202.Table.4.selections_12splits.txt,d,wav,4995.703,4909.57,4823.438,4909.57,4995.703,3014.648,3703.711,3617.578,3875.977,3962.109,5857.031,5081.836,4995.703,4737.305,4737.305,4909.57,4909.57,5167.969,3703.711,3617.578,3789.844,4651.172,5857.031,4909.57,0.0194,2002,F5,D2,Tw11,T07,IV06
77,2002,0202xx_Bharatpur_Hannu_Phyhum2D202.Table.4.selections_12splits.txt,d,wav,4306.641,4909.57,4651.172,4651.172,2497.852,3186.914,3531.445,3617.578,3789.844,3875.977,4565.039,3962.109,4220.508,3273.047,4737.305,4651.172,2670.117,3100.781,3445.312,3617.578,3789.844,4134.375,4651.172,3962.109,0.0204,2002,F5,D2,Tw11,T07,IV06
78,2002,0203xx_Bharatpur_Schweizer_XC347754 - Hume's Leaf Warbler - Phylloscopus humei humei.Table.4.selections_12splits.txt,d,mp3,5312.5,5562.5,5437.5,5000,3187.5,3937.5,4062.5,4187.5,4250,4312.5,6062.5,4187.5,5312.5,5562.5,5375,5187.5,3250,3937.5,4062.5,4187.5,4250,4375,5375,4250,0.0177,2003,F5,D3,Tw11,T07,IV06
79,2003,XC749562 - Hume's Leaf Warbler - Phylloscopus humei humei.Table.4.selections_12splits,d,mp3,4478.906,3875.977,2670.117,2583.984,3014.648,3617.578,3789.844,3962.109,3962.109,4995.703,4392.773,3789.844,4478.906,3703.711,2670.117,2583.984,3014.648,3617.578,3789.844,3962.109,3962.109,4909.57,4478.906,3703.711,0.0186,2002,F5,D3,Tw11,T08,IV06
80,2004,040926_24MD-2.10B7 Phylloscopus humei Bhopal Madhya Pradesh.Table.4.selections_12splits.txt,d,wav,4823.438,4823.438,5167.969,5081.836,5081.836,5081.836,3789.844,3875.977,3962.109,4048.242,4995.703,4737.305,4823.438,4823.438,5167.969,5081.836,5081.836,5081.836,3789.844,3875.977,4048.242,4048.242,5167.969,4651.172,0.0181,2004,F5,D3,Tw12,T08,IV06
81,2004,041009_Datcut29 Phylloscopus humie IIFM Bhopal Madhya Pradesh.Table.4.selections_12splits.txt,d,wav,5512.5,4737.305,5167.969,5081.836,5081.836,5684.766,3789.844,3789.844,3789.844,3617.578,5598.633,3789.844,5512.5,5081.836,5081.836,4995.703,5081.836,5684.766,3617.578,3875.977,3875.977,4651.172,4909.57,3875.977,0.0193,2004,F5,D3,Tw12,T08,IV06
82,2004,041022_102D19 Phylloscopus humei IIFM Bhopal Madhya Pradseh.Table.4.selections_12splits.txt,d,wav,4565.039,4565.039,4134.375,4134.375,4134.375,4134.375,4134.375,5081.836,5081.836,5081.836,5081.836,5081.836,4651.172,4651.172,4220.508,4220.508,4220.508,4220.508,4220.508,4995.703,4995.703,4995.703,4995.703,4995.703,0.0011,2004,F5,D3,Tw12,T08,IV06
83,2004,041224_105D95-96 Phylloscopus humei Bori WLS Madhya Pradesh.Table.4.selections_12splits.txt,d,wav,5081.836,5081.836,4909.57,4909.57,4909.57,3186.914,3617.578,3789.844,3789.844,3273.047,4565.039,4220.508,4995.703,4995.703,4995.703,4909.57,4909.57,3273.047,3531.445,3789.844,3703.711,3359.18,5167.969,4134.375,0.0177,2004,F5,D3,Tw12,T08,IV06
84,2004,041228_104D90 Phylloscopus humei trochiloides Bori WLS Madhya Pradesh.Table.4.selections_12splits.txt,d,wav,5081.836,5081.836,4995.703,4823.438,4909.57,3359.18,3703.711,3875.977,3962.109,3531.445,5167.969,4737.305,4995.703,5081.836,4995.703,4909.57,4909.57,3359.18,3703.711,3875.977,3875.977,3617.578,5340.234,4651.172,0.0176,2004,F5,D3,Tw12,T08,IV06
85,2005,050916_D129aCue 14 Sitta leucopsis near Manali Himachal P-humei background.Table.4.selections_12splits.txt,d,wav,4565.039,5254.102,5167.969,4823.438,5167.969,3273.047,3617.578,3703.711,3703.711,3445.312,4651.172,4306.641,4565.039,5254.102,5167.969,4995.703,5167.969,3273.047,3531.445,3703.711,3789.844,3531.445,4737.305,4220.508,0.0159,2005,F5,D3,Tw12,T08,IV06
86,2005,050916_D129aCue 23 Phylloscopus spp near Manali Himachal P-humei background.Table.4.selections_12splits.txt,d,wav,5426.367,4995.703,5167.969,5081.836,5167.969,5684.766,3703.711,3962.109,3962.109,3703.711,5943.164,4995.703,5254.102,4995.703,5081.836,5081.836,5167.969,5598.633,3617.578,3962.109,3962.109,3703.711,5943.164,5081.836,0.0199,2005,F5,D3,Tw12,T08,IV06
87,2005,051031_D130bCue 12 Phylloscopus humei KGNP Bharatpur Rajasthan.Table.4.selections_12splits.txt,d,wav,4995.703,4909.57,4909.57,4651.172,4737.305,4737.305,3617.578,3789.844,3875.977,3962.109,5426.367,4909.57,4995.703,4909.57,4909.57,4737.305,4737.305,4737.305,3789.844,3789.844,3875.977,3962.109,5512.5,4823.438,0.0198,2005,F5,D3,Tw12,T08,IV06
88,2005,051031_D130bCue 12 Phylloscopus humei KGNP Bharatpur Rajasthan.Table.7.selections_12splits.txt,d,wav,5426.367,5340.234,5167.969,4995.703,4995.703,4995.703,3445.312,3789.844,3875.977,3703.711,5770.898,4651.172,5340.234,5340.234,5167.969,5081.836,5081.836,4995.703,3617.578,3789.844,3875.977,3789.844,5512.5,4823.438,0.0196,2005,F5,D3,Tw12,T08,IV06
89,2006,060107_D133Cue 07 Phylloscopus humei U Kathotia Area near Bhopal Madhya Pradesh.Table.4.selections_12splits.txt,d,wav,5512.5,5426.367,5426.367,5254.102,5254.102,5254.102,3617.578,3875.977,4048.242,4048.242,6459.961,5426.367,5512.5,5426.367,5426.367,5254.102,5254.102,5167.969,3617.578,3875.977,4048.242,4048.242,6201.562,5340.234,0.0174,2006,F6,D3,Tw13,T09,IV07
90,2006,060113_D134Cue 04 Cyornis tickelliae Sunderdev area  Khandwa Madhya Pradesh P-humei background.Table.4.selections_12splits.txt,d,wav,4565.039,4392.773,4478.906,5167.969,2928.516,3445.312,3703.711,3789.844,3875.977,3359.18,5512.5,4651.172,4478.906,4478.906,4478.906,4995.703,4306.641,3359.18,3703.711,3789.844,3789.844,3531.445,5426.367,4565.039,0.0173,2006,F6,D3,Tw13,T09,IV07
91,2006,060500x_Kazakhastan_DavidFarrow_XC19732 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,d,mp3,4823.438,4909.57,5254.102,4995.703,5167.969,3445.312,3789.844,3962.109,3875.977,3617.578,5684.766,4565.039,4823.438,4995.703,5167.969,5081.836,5081.836,3445.312,3703.711,3962.109,3875.977,3617.578,5254.102,4478.906,0.0172,2006,F6,D3,Tw13,T09,IV07
92,2007,070122_D169Cue 52 Phylloscopus U Ghana_Bharatpur Rajasthan.Table.4.selections_12splits.txt,d,wav,5512.5,4995.703,4909.57,4565.039,4565.039,3186.914,3445.312,3617.578,3875.977,4909.57,5943.164,5512.5,5426.367,4995.703,4823.438,4565.039,4651.172,5081.836,3445.312,3531.445,3789.844,4737.305,5684.766,5340.234,0.0203,2007,F6,D3,Tw13,T09,IV07
93,2007,070204_D170Cue 83 Phylloscopus humei Badkal_Faridabad Haryana.Table.4.selections_12splits.txt,d,wav,5512.5,5081.836,4995.703,4909.57,2497.852,3273.047,3531.445,3789.844,4048.242,5081.836,5857.031,4048.242,5426.367,5340.234,4995.703,4909.57,3186.914,3273.047,3531.445,3789.844,3962.109,4823.438,5598.633,4048.242,0.0212,2007,F6,D3,Tw13,T09,IV07
94,2007,070414_D175Cue 29 Phylloscopus humei FRI_Dehradun Uttarakhand.Table.4.selections_12splits.txt,d,wav,5340.234,5426.367,5254.102,5081.836,5081.836,5254.102,3445.312,3617.578,3789.844,3875.977,6201.562,5426.367,5254.102,5426.367,5254.102,5167.969,4995.703,5340.234,3445.312,3531.445,3789.844,3789.844,6029.297,5340.234,0.0205,2007,F6,D3,Tw13,T09,IV07
95,2008,080400x_Sweden_Patrik Aberg_XC26650 - Hume's Leaf Warbler - Phylloscopus humei_1.Table.4.selections_12splits.txt,d,mp3,5254.102,5081.836,4392.773,4565.039,4651.172,4909.57,3359.18,3617.578,4134.375,4478.906,4651.172,4306.641,5254.102,4995.703,4392.773,4565.039,4737.305,4823.438,3359.18,3617.578,4134.375,4392.773,5081.836,4306.641,0.0216,2008,F6,D3,Tw14,T09,IV07
96,2008,080708_XC35295 - Phylloscopus humei Sander Bot  Kazakhstan.Table.4.selections_12splits.txt,d,mp3,4651.172,4909.57,4909.57,4823.438,4823.438,4737.305,4737.305,3875.977,3617.578,3875.977,5598.633,4392.773,4651.172,4909.57,4909.57,4823.438,4823.438,4737.305,4737.305,3789.844,3703.711,3703.711,5512.5,4565.039,0.0201,2008,F6,D3,Tw14,T09,IV07
97,2008,081105_D191Cue 37 Phylloscopus spp Sariska Rajasthan.Table.4.selections_12splits.txt,d,wav,4220.508,4478.906,4565.039,4565.039,4478.906,4565.039,4565.039,4565.039,3531.445,3531.445,5512.5,4823.438,4048.242,4392.773,4565.039,4565.039,4478.906,4565.039,4565.039,3617.578,3531.445,3445.312,5426.367,4737.305,0.0211,2008,F6,D3,Tw14,T09,IV07
98,2008,081106_D191Cue 45 Phylloscopus spp Sariska Rajasthan.Table.4.selections_12splits.txt,d,wav,5684.766,5167.969,5167.969,4909.57,4823.438,4995.703,5167.969,3703.711,3703.711,4995.703,6287.695,6115.43,5598.633,5081.836,5167.969,4909.57,5081.836,4995.703,4995.703,3703.711,3703.711,4565.039,6115.43,5684.766,0.0193,2008,F6,D3,Tw14,T09,IV07
99,2008,081200x_Netherlands_SanderBot_XC29026 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,d,mp3,5254.102,5254.102,4651.172,4306.641,4478.906,5167.969,3445.312,3445.312,4048.242,4478.906,4909.57,5512.5,5167.969,5254.102,4651.172,4392.773,4995.703,4565.039,3445.312,3445.312,4048.242,4478.906,5167.969,5340.234,0.0206,2008,F6,D3,Tw14,T09,IV07
100,2009,090125_D195Cue 09 Nisaetus cirrhatus Rajaji NP Uttarakhand P-humei background.Table.4.selections_12splits.txt,d,wav,5426.367,5081.836,5081.836,4823.438,4909.57,4909.57,4909.57,4909.57,4220.508,4909.57,5081.836,5684.766,5426.367,5254.102,5081.836,4909.57,4909.57,4909.57,4909.57,4823.438,4134.375,4737.305,5081.836,5340.234,0.0187,2009,F6,D3,Tw14,T10,IV07
101,2009,090402_D195Cue 33 Phylloscopus humei+tytleri Dhanaulti Uttarakhand.Table.4.selections_12splits.txt,d,wav,5254.102,5254.102,5081.836,5254.102,5167.969,5598.633,3703.711,3703.711,3875.977,4134.375,6029.297,5081.836,5254.102,5254.102,5081.836,5167.969,5081.836,5426.367,3703.711,3789.844,3962.109,4134.375,5081.836,4823.438,0.0168,2009,F6,D3,Tw14,T10,IV07
102,2009,090402_D195Cue 33 Phylloscopus humei+tytleri Dhanaulti Uttarakhand.Table.7.selections_12splits.txt,d,wav,5770.898,4995.703,5770.898,4995.703,4995.703,4995.703,3703.711,3703.711,3962.109,4134.375,6546.094,6459.961,5770.898,5340.234,5684.766,4995.703,4995.703,5081.836,3617.578,3703.711,3875.977,4392.773,5943.164,6201.562,0.0184,2009,F6,D3,Tw14,T10,IV07
103,2009,090403_D195Cue 45 Phylloscopus occipitalis Dhanaulti Uttarakhand P-humei background.Table.4.selections_12splits.txt,d,wav,4995.703,5167.969,4220.508,4478.906,4478.906,3186.914,3359.18,3617.578,3789.844,4478.906,5167.969,4651.172,4995.703,5081.836,4220.508,4392.773,4478.906,3186.914,3359.18,3531.445,3789.844,4478.906,5340.234,4651.172,0.0226,2009,F6,D3,Tw14,T10,IV07
104,2009,090403_D195Cue 45 Phylloscopus occipitalis Dhanaulti Uttarakhand P-humei background.Table.7.selections_12splits.txt,d,wav,4995.703,5340.234,4651.172,4478.906,4651.172,4823.438,3273.047,3273.047,3789.844,4737.305,5081.836,4134.375,4995.703,5254.102,4737.305,4478.906,4737.305,4823.438,3273.047,3273.047,3703.711,4306.641,5081.836,4220.508,0.0222,2009,F6,D3,Tw14,T10,IV07
